"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"KZ000035394","KARAGANDA, KZ","1960-05-14","0.47",,"44","51","40"
"KZ000035394","KARAGANDA, KZ","1960-05-15","0.00",,"49","62","33"
"KZ000035394","KARAGANDA, KZ","1960-05-16","0.00",,"55","66","40"
"KZ000035394","KARAGANDA, KZ","1960-05-17","0.00",,"59","73","44"
"KZ000035394","KARAGANDA, KZ","1960-05-18","0.00",,"60","66","54"
"KZ000035394","KARAGANDA, KZ","1960-05-19","0.00",,"52","62","38"
"KZ000035394","KARAGANDA, KZ","1960-05-20","0.00",,"53","65","41"
"KZ000035394","KARAGANDA, KZ","1960-05-21","0.00",,"56","64","45"
"KZ000035394","KARAGANDA, KZ","1960-05-22","0.00",,"56","63","45"
"KZ000035394","KARAGANDA, KZ","1960-05-23","0.01",,"52","60","43"
"KZ000035394","KARAGANDA, KZ","1960-05-24","0.21",,"40","54","32"
"KZ000035394","KARAGANDA, KZ","1960-05-25","0.00",,"42","53","29"
"KZ000035394","KARAGANDA, KZ","1960-05-26","0.01",,"50","60","38"
"KZ000035394","KARAGANDA, KZ","1960-05-27","0.00",,"58","71","47"
"KZ000035394","KARAGANDA, KZ","1960-05-28","0.00",,"54","62","43"
"KZ000035394","KARAGANDA, KZ","1960-05-29","0.00",,"50","57","37"
"KZ000035394","KARAGANDA, KZ","1960-05-30","0.00",,"51","60","38"
"KZ000035394","KARAGANDA, KZ","1960-05-31","0.02",,"54","65","43"
"KZ000035394","KARAGANDA, KZ","1960-06-01","0.00",,"59","73","45"
"KZ000035394","KARAGANDA, KZ","1960-06-02","0.01",,"58","68","51"
"KZ000035394","KARAGANDA, KZ","1960-06-03","0.00",,"56","68","40"
"KZ000035394","KARAGANDA, KZ","1960-06-04","0.00",,"59","72","49"
"KZ000035394","KARAGANDA, KZ","1960-06-05","0.01",,"61","74","51"
"KZ000035394","KARAGANDA, KZ","1960-06-06","0.91",,"57","64","53"
"KZ000035394","KARAGANDA, KZ","1960-06-07","0.00",,"53","59","49"
"KZ000035394","KARAGANDA, KZ","1960-06-08","0.10",,"47","53","40"
"KZ000035394","KARAGANDA, KZ","1960-06-09","0.04",,"50","60","41"
"KZ000035394","KARAGANDA, KZ","1960-06-10","0.00",,"56","64","52"
"KZ000035394","KARAGANDA, KZ","1960-06-11","0.00",,"54","68","39"
"KZ000035394","KARAGANDA, KZ","1960-06-12","0.04",,"59","67","50"
"KZ000035394","KARAGANDA, KZ","1960-06-13","0.00",,"63","73","48"
"KZ000035394","KARAGANDA, KZ","1960-06-14","0.00",,"70","84","54"
"KZ000035394","KARAGANDA, KZ","1960-06-15","0.49",,"64","82","57"
"KZ000035394","KARAGANDA, KZ","1960-06-16","0.11",,"55","61","53"
"KZ000035394","KARAGANDA, KZ","1960-06-17","0.00",,"57","67","47"
"KZ000035394","KARAGANDA, KZ","1960-06-18","0.00",,"66","81","50"
"KZ000035394","KARAGANDA, KZ","1960-06-19","0.00",,"72","85","58"
"KZ000035394","KARAGANDA, KZ","1960-06-20","0.21",,"72","86","64"
"KZ000035394","KARAGANDA, KZ","1960-06-21","0.00",,"74","84","63"
"KZ000035394","KARAGANDA, KZ","1960-06-22","0.00",,"72","81","63"
"KZ000035394","KARAGANDA, KZ","1960-06-23","0.00",,"72","80","61"
"KZ000035394","KARAGANDA, KZ","1960-06-24","0.00",,"74","84","62"
"KZ000035394","KARAGANDA, KZ","1960-06-25","0.00",,"76","84","61"
"KZ000035394","KARAGANDA, KZ","1960-06-26","0.00",,"79","92","63"
"KZ000035394","KARAGANDA, KZ","1960-06-27","0.11",,"76","88","65"
"KZ000035394","KARAGANDA, KZ","1960-06-28","0.02",,"73","89","62"
"KZ000035394","KARAGANDA, KZ","1960-06-29","0.03",,"69","82","63"
"KZ000035394","KARAGANDA, KZ","1960-06-30","0.01",,"68","76","56"
"KZ000035394","KARAGANDA, KZ","1960-07-01","0.00",,"69","77","55"
"KZ000035394","KARAGANDA, KZ","1960-07-02","0.00",,"65","73","56"
"KZ000035394","KARAGANDA, KZ","1960-07-03","0.00",,"66","76","52"
"KZ000035394","KARAGANDA, KZ","1960-07-04","0.00",,"70","83","56"
"KZ000035394","KARAGANDA, KZ","1960-07-05","0.00",,"73","87","58"
"KZ000035394","KARAGANDA, KZ","1960-07-06","0.00",,"78","93","60"
"KZ000035394","KARAGANDA, KZ","1960-07-07","0.00",,"76","91","65"
"KZ000035394","KARAGANDA, KZ","1960-07-08","0.22",,"62","74","58"
"KZ000035394","KARAGANDA, KZ","1960-07-09","0.01",,"63","70","56"
"KZ000035394","KARAGANDA, KZ","1960-07-10","0.10",,"64","75","55"
"KZ000035394","KARAGANDA, KZ","1960-07-11","0.05",,"64","75","55"
"KZ000035394","KARAGANDA, KZ","1960-07-12","0.12",,"61","70","57"
"KZ000035394","KARAGANDA, KZ","1960-07-13","0.21",,"60","66","56"
"KZ000035394","KARAGANDA, KZ","1960-07-14","0.09",,"52","62","46"
"KZ000035394","KARAGANDA, KZ","1960-07-15","0.06",,"59","68","52"
"KZ000035394","KARAGANDA, KZ","1960-07-16","0.00",,"60","72","50"
"KZ000035394","KARAGANDA, KZ","1960-07-17","0.00",,"63","72","53"
"KZ000035394","KARAGANDA, KZ","1960-07-18","0.00",,"60","69","52"
"KZ000035394","KARAGANDA, KZ","1960-07-19","0.00",,"61","69","50"
"KZ000035394","KARAGANDA, KZ","1960-07-20","0.76",,"58","66","54"
"KZ000035394","KARAGANDA, KZ","1960-07-21","0.42",,"55","62","49"
"KZ000035394","KARAGANDA, KZ","1960-07-22","0.20",,"55","60","50"
"KZ000035394","KARAGANDA, KZ","1960-07-23","0.10",,"61","68","56"
"KZ000035394","KARAGANDA, KZ","1960-07-24","0.44",,"56","67","48"
"KZ000035394","KARAGANDA, KZ","1960-07-25","0.00",,"61","70","53"
"KZ000035394","KARAGANDA, KZ","1960-07-26","0.03",,"64","72","58"
"KZ000035394","KARAGANDA, KZ","1960-07-27","0.04",,"60","69","52"
"KZ000035394","KARAGANDA, KZ","1960-07-28","0.07",,"55","63","50"
"KZ000035394","KARAGANDA, KZ","1960-07-29","0.19",,"58","66","50"
"KZ000035394","KARAGANDA, KZ","1960-07-30","0.00",,"57","68","47"
"KZ000035394","KARAGANDA, KZ","1960-07-31","0.03",,"55","59","52"
"KZ000035394","KARAGANDA, KZ","1960-08-01","0.06",,"56","66","47"
"KZ000035394","KARAGANDA, KZ","1960-08-02","0.07",,"58","66","52"
"KZ000035394","KARAGANDA, KZ","1960-08-03","0.05",,"56","63","51"
"KZ000035394","KARAGANDA, KZ","1960-08-04","0.06",,"58","70","50"
"KZ000035394","KARAGANDA, KZ","1960-08-05","0.00",,"63","73","50"
"KZ000035394","KARAGANDA, KZ","1960-08-06","0.00",,"68","81","57"
"KZ000035394","KARAGANDA, KZ","1960-08-07","0.00",,"72","85","58"
"KZ000035394","KARAGANDA, KZ","1960-08-08","0.00",,"73","86","61"
"KZ000035394","KARAGANDA, KZ","1960-08-09","0.00",,"74","87","62"
"KZ000035394","KARAGANDA, KZ","1960-08-10","0.00",,"72","85","60"
"KZ000035394","KARAGANDA, KZ","1960-08-11","0.03",,"73","87","63"
"KZ000035394","KARAGANDA, KZ","1960-08-12","0.00",,"73","81","66"
"KZ000035394","KARAGANDA, KZ","1960-08-13","0.00",,"69","82","57"
"KZ000035394","KARAGANDA, KZ","1960-08-14","0.01",,"65","77","59"
"KZ000035394","KARAGANDA, KZ","1960-08-15","0.28",,"53","59","50"
"KZ000035394","KARAGANDA, KZ","1960-08-16","0.03",,"57","66","50"
"KZ000035394","KARAGANDA, KZ","1960-08-17","0.00",,"59","69","50"
"KZ000035394","KARAGANDA, KZ","1960-08-18","0.00",,"62","73","47"
"KZ000035394","KARAGANDA, KZ","1960-08-19","0.00",,"65","76","55"
"KZ000035394","KARAGANDA, KZ","1960-08-20","0.00",,"67","80","54"
"KZ000035394","KARAGANDA, KZ","1960-08-21","0.04",,"67","83","58"
"KZ000035394","KARAGANDA, KZ","1960-08-22","0.03",,"63","72","52"
"KZ000035394","KARAGANDA, KZ","1960-08-23","0.00",,"60","71","51"
"KZ000035394","KARAGANDA, KZ","1960-08-24","0.04",,"53","61","47"
"KZ000035394","KARAGANDA, KZ","1960-08-25","0.24",,"45","52","41"
"KZ000035394","KARAGANDA, KZ","1960-08-26","0.00",,"51","57","47"
"KZ000035394","KARAGANDA, KZ","1960-08-27","0.00",,"52","65","37"
"KZ000035394","KARAGANDA, KZ","1960-08-28","0.00",,"53","67","40"
"KZ000035394","KARAGANDA, KZ","1960-08-29","0.30",,"48","58","42"
"KZ000035394","KARAGANDA, KZ","1960-08-30","0.03",,"53","68","38"
"KZ000035394","KARAGANDA, KZ","1960-08-31","0.00",,"61","76","46"
"KZ000035394","KARAGANDA, KZ","1960-09-01","0.00",,"65","81","50"
"KZ000035394","KARAGANDA, KZ","1960-09-02","0.00",,"64","78","52"
"KZ000035394","KARAGANDA, KZ","1960-09-03","0.00",,"64","75","51"
"KZ000035394","KARAGANDA, KZ","1960-09-04","0.00",,"67","81","54"
"KZ000035394","KARAGANDA, KZ","1960-09-05","0.00",,"70","83","57"
"KZ000035394","KARAGANDA, KZ","1960-09-06","0.00",,"64","73","55"
"KZ000035394","KARAGANDA, KZ","1960-09-07","0.00",,"57","73","42"
"KZ000035394","KARAGANDA, KZ","1960-09-08","0.00",,"62","76","49"
"KZ000035394","KARAGANDA, KZ","1960-09-09","0.00",,"64","76","50"
"KZ000035394","KARAGANDA, KZ","1960-09-10","0.00",,"63","76","49"
"KZ000035394","KARAGANDA, KZ","1960-09-11","0.00",,"64","75","53"
"KZ000035394","KARAGANDA, KZ","1960-09-12","0.01",,"63","78","50"
"KZ000035394","KARAGANDA, KZ","1960-09-13","0.01",,"62","73","57"
"KZ000035394","KARAGANDA, KZ","1960-09-14","0.00",,"59","73","45"
"KZ000035394","KARAGANDA, KZ","1960-09-15","0.14",,"57","75","47"
"KZ000035394","KARAGANDA, KZ","1960-09-16","0.00",,"45","54","40"
"KZ000035394","KARAGANDA, KZ","1960-09-17","0.01",,"39","46","33"
"KZ000035394","KARAGANDA, KZ","1960-09-18","0.39",,"43","51","36"
